row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NIST_Omnivore1_1.mzML Peak area,NIST_Omnivore1_2.mzML Peak area,NIST_Omnivore1_3.mzML Peak area,NIST_Omnivore2_1.mzML Peak area,NIST_Omnivore2_2.mzML Peak area,NIST_Omnivore2_3.mzML Peak area,NIST_Vegan1_1.mzML Peak area,NIST_Vegan1_2.mzML Peak area,NIST_Vegan1_3.mzML Peak area,NIST_Vegan2_1.mzML Peak area,NIST_Vegan2_2.mzML Peak area,NIST_Vegan2_3.mzML Peak area,NIST_blank_1.mzML Peak area,NIST_blank_2.mzML Peak area,NIST_blank_3.mzML Peak area,Poolmix_1.mzML Peak area,Poolmix_2.mzML Peak area,Poolmix_3.mzML Peak area,QCmix_1.mzML Peak area,QCmix_2.mzML Peak area,QCmix_3.mzML Peak area,blank_1.mzML Peak area,blank_2.mzML Peak area,blank_3.mzML Peak area,blank_4.mzML Peak area,blank_5.mzML Peak area,blank_6.mzML Peak area
73,257.9767616,0.39895397,,,,,,,,,,,387577.56,424729.4,387703.7,520805.47,427531.78,507701.44,421889.25,526860.1,474278.8,368221.8,336670.22,406741.9,2825.1287,2677.8518,3813.6582,498046.1,423671.12,388698.56,1850.6139,1919.5918,3080.713,338.03506,520.6852,624.141,305.80316,1678.0757,223.95554
67,151.0351481,0.39907822,,,,8,,,,,,,2826064.5,2953902.8,2951330,2945687.5,2807883,2896466.2,3114478.8,3525430.8,3357161.8,3090479.8,3175464.5,3350501,93790.414,95229.43,106006.08,3294781,3056142.8,2994760,84967.77,99034.2,124468.29,84093.73,81217.1,117577.79,65443.742,191815.62,57794.74
69,280.9927325,0.39929697,,,,,,,,,,,299629.7,317411.97,303458.03,404986.3,361018.66,372691.88,317582.2,388189.25,347113.56,266053.53,243588.25,307544.97,2643.8982,2333.1948,3033.934,411856.47,320772.12,315192.28,2045.2615,2052.6711,2771.9856,529.9171,328.765,470.51776,213.63678,1592.4908,0
72,110.0089165,0.39935553,,,,8,,,,,,,460436.9,474739.94,462744.3,461252.1,432479.97,444612.75,531365.44,523533.47,551182.8,522427.47,541112.25,564745.25,10044.175,9162.959,10386.015,514223.88,501817.62,490183.75,7204.709,8396.931,9334.868,7577.1187,9084.353,6947.9917,5045.2407,17897.893,4821.634
71,128.019308,0.39950073,,,,8,,,,,,,1045334.75,1139430.5,1036046.3,1111981.8,975723.75,1093614.1,1125282.1,1305770.4,1231741.4,1249755.8,1185115.5,1299699,34262.695,37656.08,37208.746,1232578.1,1112106.2,1105122.8,34081.348,27334.852,44252.113,35388.74,31916.826,34297.824,27564.797,73641.94,25170.812
76,146.0297322,0.40010875,,,,8,,,,,,,148707.39,173835.03,155220.81,166522.11,148092.48,167771.28,171083.28,206745.97,180753.25,188045.62,170612.83,175039.38,8986.377,9920.568,9914.751,205519.34,173399.77,166375.62,6001.007,7346.625,8916.426,8390.255,8623.767,7989.8975,7521.5317,16648.24,6737.732
83,192.061584,0.4007559,,,,8,,,,,,,83893.6,107231.19,91726.51,99422.125,89542.73,100213.66,95818.586,118248.45,96409.9,102599.24,81078.984,108102.44,8438.413,8667.768,7075.327,134408.66,100734.86,89268.77,6544.3857,4739.292,5778.733,7984.325,6990.2134,5649.0103,4912.782,13404.652,4293.202
88,123.0403994,0.40090603,,,,8,,,,,,,176485.67,173010.52,194663.45,180018.95,187961.39,183887.95,201317.58,233150.28,214618.53,177719.42,204193.06,199070.27,1350.188,1372.7444,1720.9813,228179.52,194339.5,185279.39,879.2947,910.705,1337.2693,1374.7437,1478.4921,1032.1316,556.92694,3927.767,665.89166
78,103.1233026,0.40165997,,,,,,,,,,,342943.78,385116.66,319226.38,438922.8,353622.3,388082.16,791709.94,929618.8,829001.6,794732.8,884709.3,894724.25,0,0,0,766140.7,644001.25,660560.9,0,0,0,0,0,0,0,0,0
96,102.034174,0.40168062,,,,8,,,,,,,169099.88,166513.39,181596.53,240500.8,246537.47,251062.1,228865.66,185824.88,234921.84,146892.25,125737.7,158104.66,5463.87,3542.1572,6574.9634,178663.47,195975.11,171454.02,5335.519,2844.4336,4273.6035,250.38533,560.7382,844.5336,610.0046,2169.7158,344.66092
165,147.1126551,0.40388057,,,,,,,,,,,795595.9,904782.94,940911.25,1142476.1,993458.9,1139498.1,1440638.8,1410280.1,1424668.4,1741153,1672793.5,1804596.4,27.894936,108.851074,55.780064,1191093,1286685.4,1286052.4,61.680687,69.39796,27.72974,42.773293,24.445015,22.772362,61.791874,59.776855,140.13014
77,125.9862987,0.4051361,,,,8,,,,,,,550840.5,571177.75,580082.1,685438.75,677489.5,663318.7,594908.5,588397.44,628296.4,429538.06,462983.75,463764.62,64753.414,86866.805,68768.63,578019.3,562886.1,576951.75,86426.414,95611.95,97399.56,44466.586,37361.15,41363.805,47278.98,38626.3,38149.66
89,235.1648172,0.40713066,,,,,,,,,,,105096.305,130921.48,107929.63,116424.93,87591.47,102279.234,573291.3,609116.5,634652.1,643167.7,581261.06,725661.1,0,0,0,348955.56,401124.25,379016.75,0,0,0,0,0,0,0,0,0
87,223.9882397,0.40734917,,,,,,,,,,,142910.03,76375.36,142476.02,73890.266,125165.445,72916.46,151037.75,87359.77,148386.08,97559.234,161150.69,111375.5,5947.1885,3975.7202,5329.579,95621.375,140863.66,129119.3,2466.0947,1496.9976,1227.9763,5020.372,4426.23,5391.133,2430.42,5648.8306,2477.4727
117,112.0871557,0.41568464,,,,8,,,,,,,265297.7,296806.7,292095.22,283392.53,278206.22,286678.06,463964.72,524660.44,510234,539883.56,570325.3,610855.75,0,0,0,431374.6,482636.22,445098.6,0,0,0,0,0,0,0,0,0
121,146.1650666,0.41674852,,,,8,,,,,,,17134.273,26290.422,41471.69,52412.312,71238.2,80171.484,128441.23,165727.61,215756.27,300646.22,305376.6,387588,0,0,0,106702.305,75074,69189.25,0,0,0,0,0,0,0,0,0
169,144.0632928,0.4263039,,,,,,,,,,,0,0,0,0,0,268.2648,0,0,0,0,0,0,38309.844,35441.562,40972.766,0,0,0,50198.547,50651.066,45755.742,0,0,0,0,0,0
150,158.9638016,0.42660916,,,,,,,,,,,0,0,0,0,0,0,0,5565.6064,0,5453.136,0,6128.073,106785.3,89312.34,93723.625,0,0,0,269922.38,335148.25,336339.88,27734.848,33307.332,34514.86,23402.67,23962.725,24064.105
166,106.0865949,0.43292388,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,14512.504,13847.199,15582.774,0,0,0,44220.895,38554.777,40000.285,710.8902,768.36255,836.85254,561.4768,846.07837,740.6672
163,122.9245748,0.4344506,,,,,,,,,,,1595326.5,1554885.8,1570464.4,1419919.1,1523538.1,1524576.6,1218899.2,1255470.9,1332276.5,1282354,1306524.8,1264659.4,0,0,0,1333169.4,1332751.8,1334047.8,0,0,0,0,0,0,0,0,0
160,274.8727202,0.4344506,,,,,,,,,,,901041.06,868933.06,899170.44,752396.06,881722.8,804142.7,699126.4,674255.7,701133.5,671803.94,704306.1,682799.06,0,0,0,756510.3,742385.9,742932.9,0,0,0,0,0,0,0,0,0
146,188.1755884,0.4413441,,,,8,,,,,,,188727.9,186552.39,194101.5,187179.73,188559.88,190165.55,436354.22,442419.38,463728.9,574431.8,547544.7,566969.7,1342.469,1331.2437,1652.1958,334908.56,405442.72,380508.34,1602.1836,1041.7578,1080.4973,1931.8766,1466.2362,3229.372,2625.2878,2730.9058,3765.0752
192,130.1088181,0.44364068,,,,,,,,,,,0,0,0,0,0,0,23.379633,0,0,20584.074,29348.355,0,1887.6766,2621.7302,2563.566,22.853123,0,0,3508.236,884.0984,0,4202.3765,3100.4114,3166.398,1181.2717,37035.797,2884.4282
176,144.0476286,0.44463456,,,,6,,,,,,,0,0,0,0,0,0,189132.4,204159.05,212512.06,185965.77,181750.92,207154.89,0,0,0,110896.984,102770.55,106885.4,0,0,0,0,0,0,0,0,0
177,265.1114027,0.44558534,,,,6,,,,,,,48238.453,39733.57,49851.22,31239.207,37993.25,30956.867,8457947,8435979,8664709,7893593.5,8190428.5,8307081.5,0,0,0,4793472,4634486.5,4491732,0,0,0,0,0,0,0,1543.9476,202.5772
193,156.0766352,0.44685715,,,,,,,,,,,79889.45,92871.69,95515.94,54030.656,79727.52,55115.67,663144.6,190856.58,663373.75,474136.62,802170.75,250677.44,19.7043,196.96094,0,421067.25,384735.2,336901.9,0,0,0,185.76581,207.5048,349.9541,278.17133,553.43335,466.8974
175,122.0712203,0.44718343,,,,6,,,,,,,0,7215.165,0,0,0,0,544230.56,513017.06,552297.1,471917.88,499591.62,543843.7,0,0,0,307486.12,286112.22,301715.8,0,0,0,0,0,0,0,0,0
173,209.1281618,0.44936273,,,,,,,,,,,134393.22,139003.31,128363.05,140651.75,149676.3,144670.28,181765.44,281836.9,173357.42,281179.75,83203.97,106078.47,0,0,0,97930.54,107620.52,113923.414,0,0,0,0,0,0,0,0,0
195,347.9536252,0.45031923,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4460.282,0,15101.288,16471.895,14561.927,0,0,0,66609.99,44989.902,33295.125,764.56433,648.94324,651.021,381.18692,604.377,237.45975
200,407.9202776,0.456237,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9636.433,10494.826,9618.015,0,0,0,26951.045,42542.973,49952.742,857.32117,451.89243,697.9575,193.6707,284.44812,54.17218
194,269.9761708,0.45678595,,,,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,15379.41,17318.219,16572.115,0,0,0,62904.125,63937.09,61577.004,3186.0457,3537.0237,3195.542,2628.5537,2887.9414,2296.3535
199,219.0262809,0.4569345,,,,,,,,,,,2292749.8,2010745.6,2302031.5,2086731.6,2431752.2,2292251,3183510.5,3186688.5,3145094.2,3063710.8,2992605.2,3538875.8,0,240.70908,0,2845968.8,2750543,2450217.8,0,0,0,0,0,0,36.871326,713.10144,0
225,104.1073475,0.45754468,,,,12,,,,,,,166949.86,178381.38,1888802.8,170107.36,1838197.1,177156.61,1903815.1,2291324.2,2102188.8,2158479.2,1865330.1,2035795.8,2308.4917,2309.537,1632.0941,1987569.1,1653376.4,1684691.5,3275.1045,457.97806,1067.3423,2870.494,2619.109,2180.6606,1038.3763,5735.6646,1347.8193
486,303.1536037,0.4610828,,,,,,,,,,,642480.2,653245.2,659337.94,582621.1,673088.6,635585.44,71644.62,49567.4,71601.6,63689.953,87476.625,71702.27,0,0,0,387137.94,385212.84,289123.16,0,0,0,0,0,0,0,0,0
204,203.052268,0.4617521,,,,,,,,,,,841219.44,764823.44,731939.44,553999.56,755481.2,626606,1240453.8,1312876.6,1173384.4,1239623,1042403.4,1178476.4,1033.9916,1118.5302,1020.3113,990723.6,762859.75,704823.94,6736.824,5241.9536,3533.132,843.5765,1094.381,428.32974,2159.0613,6298.6484,2132.214
279,129.052237,0.46234855,,,,10,10,[M+Na]+,,3,279;318;309,106.06318,0,0,0,0,0,0,0,0,0,0,0,0,37288.61,36322.504,36402.203,0,0,0,14195.202,15549.328,15650.865,9267.215,10939.502,16060.405,20066.62,46263.348,12451.19
278,174.1600093,0.46361637,,,,4,,,,,,,13468.305,8445.332,12402.57,0,4362.497,7721.4287,484685.38,402101.3,404432.9,112742,116563.125,11321.26,29896.713,28627.889,34065.035,11224.726,9892.674,6826.7,47592.316,42386.434,36473.273,21266.51,22226.594,23691.152,19736.188,68554.98,35136.516
496,214.0584826,0.46622372,,,,12,,,,,,,1327027.1,1216663.9,1460958.5,1271239.5,1389505.2,1370296.9,2140199,2209282,2274491,2977009.2,2261985,2504061.8,0,0,0,1766264.1,2175518.2,1676672.2,0,0,0,0,0,0,0,0,0
211,381.0787966,0.46622372,,,,12,,,,,,,1386224.8,1246307.6,1356224.1,1230627.9,1372456.8,1200017.2,1555654.9,1646687.2,1578816.9,1729789.8,1643891.2,1666760.9,0,0,0,1532623.5,1522741.6,1306304.1,0,0,0,0,0,0,0,0,0
238,147.120731,0.46737275,,,,,,,,,,,227669.34,113140.89,213485.69,216091.67,229908.86,86046.4,566586.6,585883.06,524781.1,560780.56,538337.3,532328.75,0,0,0,381346.8,341022.12,383753.16,0,0,0,0,0,0,0,0,0
212,176.1031193,0.46741816,,,,12,,,,,,,2479684.2,2298889.8,2359797.5,2289827.2,2271384,2523827,4030635,3902917.2,4039235.2,4897548.5,4643901.5,4619818,182.64465,79.99872,55.15086,3569445.8,3461351.5,3383673.2,0,3414.5203,181.31514,459.91174,597.15155,634.91547,1149.5994,2982.246,4942.517
233,134.0446784,0.46822172,,,,12,,,,,,,63601.082,44698.055,47815.523,91107.92,194111.5,194474,72346.555,78383.21,53928.895,205117.02,179149.95,201211.58,187.3431,30.76754,132.26549,80228.95,82529.85,94471.13,0,0,0,0,0,0,0,0,0
251,198.0970136,0.46877754,,,,12,,,,,,,1104510.5,1155557.5,1240458.2,1292214.6,1189213.4,1328435.5,1769078.8,1740669.9,1878366,1845651.9,1814374.4,1874595,148.11963,24.02106,58.90624,1394595.9,1475086.6,1515738.9,714.06775,1205.6975,640.9788,0,0,0,130.33527,1011.3105,1039.9337
221,120.0656405,0.4688585,,,,12,,,,,,,744343,670158.75,700349,709981.8,769649.06,753385.94,944221.06,962206,970940.8,1024235.5,914124.2,1050127.6,0,0,0,906939.8,803059.4,797952.94,0,19.797268,0,82.0252,104.04069,38.923183,70.4017,441.08075,206.28864
232,148.0602604,0.4693745,,,,12,,,,,,,2849997.8,2711314.8,2638858.5,3259834.2,3639974.8,3551490.5,3153407.2,2995046.8,3062417.2,4811433.5,4512693,4659791,0,29.00776,0,3693270.2,3499583.5,3401835,0,0,0,0,0,0,97.14389,677.6734,21.653412
234,147.0762494,0.47086546,,,,12,6,[M+NH4]+,,2,256;234,129.04251,127535.02,118074.65,113647.6,83601.49,61244.1,77621.7,466678.9,493340.22,493619.25,609565.06,523709.22,565435.75,0,0,0,325217.9,320617.5,325973.8,0,0,0,0,0,0,0,0,0
218,260.0526915,0.4708548,,,,12,,,,,,,1564707.5,1544442.9,1605412.9,1765220.2,1740078.1,2887812.8,900150.4,833812.1,1465888,971094.75,847373.9,776105.06,0,0,0,1845646,1925718.8,1853568.9,0,0,0,0,0,0,0,0,0
246,166.0530382,0.47212622,,,,12,,,,,,,131587.28,190915.16,193555.02,219497.48,233461.52,247049.77,349966.7,304473.28,326821.38,384791.06,344533.53,360957.9,0,0,0,254152.33,294161.4,260588.4,0,0,0,0,0,0,0,487.32593,0
227,162.1122621,0.47283804,,,,12,,,,,,,898610.9,725430.94,760778.06,861402.06,871460.44,849456.44,669084.4,757986.4,713662.5,741982.56,743321.9,749627.2,1617.0116,2924.931,2753.3015,827766.06,440603.5,824606.9,1820.7979,3598.3262,3473.0098,2573.3406,866.7857,2622.5676,744.3251,1939.7828,2112.076
